clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
"Buttonwillow , 93206 Jeffries Oasis I-5 ( Exxon )",661-764-6226 I-5 Exit 257 ( CA 58 W ),D S,Buttonwillow,93206,Jeffries Oasis I-5 ( Exxon ),661-764-6226,2008,Buttonwillow,CA,Exxon,Exit,257,257,,I-5,,,,,True,True,433,True,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.yelp.com/biz/oasis-valero-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/i-5-oasis-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226,,35.399102,-119.399526
G Buttonwillow ( 93206 ) Jeffries Oasis I-5 ( Valero ),4 661-764-6226 I-5 Exit 257 ( CA 58 W ),24 S,Buttonwillow,93206,Jeffries Oasis I-5 ( Valero ),661-764-6226,2014,Buttonwillow,CA,Valero,Exit,257,257,,I-5,,,,,True,True,433,True,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.yelp.com/biz/oasis-valero-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/i-5-oasis-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226,,35.399102,-119.399526
Buttonwillow ( 93206 ) Jeffries Oasis I-5 58 ( Valero E ) ),4 661-764-6226 I-5 Exit 257 ( CA,24 S,Buttonwillow,93206,Jeffries Oasis I-5 58 ( Valero E ) ),661-764-6226,2015,Buttonwillow,CA,Valero,Exit,257,257,,I-5,,,,,True,True,433,True,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.yelp.com/biz/oasis-valero-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/i-5-oasis-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226,,35.399102,-119.399526
Buttonwillow ( 93206 ) Jeffries Oasis I-5 ( Valero ),4 661-764-6226 I-5 Exit 257 ( CA 58 W ),24 S 24,Buttonwillow,93206,Jeffries Oasis I-5 ( Valero ),661-764-6226,2016,Buttonwillow,CA,Valero,Exit,257,257,,I-5,,,,,True,True,433,True,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.truckstopsandservices.com/location_details.php?id=1457; http://www.rvandtravelers.com/location_details.php?id=1457,https://www.yelp.com/biz/oasis-valero-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/i-5-oasis-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226; https://www.yellowpages.com/search?search_terms=661+764+6226,,35.399102,-119.399526
"Buttonwillow , 93206 Bruce's",661-764-9460 I-5 Exit 257 ( CA 58 E ),48,Buttonwillow,93206,Bruce's,661-764-9460,2007,Buttonwillow,CA,,Exit,257,257,,I-5,,,,,True,True,434,True,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,,https://www.yelp.com/biz/speedy-fuel-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+9460; https://www.yellowpages.com/search?search_terms=661+764+9460,,35.40233,-119.3965795
"Buttonwillow , 93206 Bruce's",661-764-9460 I-5 Exit 257 ( CA 58 E ),24 104 $ S DO,Buttonwillow,93206,Bruce's,661-764-9460,2008,Buttonwillow,CA,,Exit,257,257,,I-5,,,,,True,True,434,True,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,,https://www.yelp.com/biz/speedy-fuel-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+9460; https://www.yellowpages.com/search?search_terms=661+764+9460,,35.40233,-119.3965795
G Buttonwillow ( 93206 ) Speedy Fuel Truck Stop,4 661-764-9460 I-5 Exit 257 ( CA 58 E ),24 S SO <U+2610> OD,Buttonwillow,93206,Speedy Fuel Truck Stop,661-764-9460,2014,Buttonwillow,CA,,Exit,257,257,,I-5,,,,,True,True,434,True,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.yelp.com/biz/speedy-fuel-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+9460; https://www.yellowpages.com/search?search_terms=661+764+9460,,35.402076,-119.396869
G Buttonwillow ( 93206 ) Speedy Fuel Truck Stop Dr ),4 661-764-9460 I-5 Exit 257 ( CA 58 E ),24 SOO <U+2610> <U+25A1> <U+25A1>,Buttonwillow,93206,Speedy Fuel Truck Stop Dr ),661-764-9460,2015,Buttonwillow,CA,,Exit,257,257,,I-5,,,,,True,True,434,True,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.yelp.com/biz/speedy-fuel-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+9460; https://www.yellowpages.com/search?search_terms=661+764+9460,,35.402076,-119.396869
G Buttonwillow ( 93206 ) Speedy Fuel Truck Stop,661-764-9460 I-5 Exit 257 ( CA 58 E ),SOO <U+25A1>,Buttonwillow,93206,Speedy Fuel Truck Stop,661-764-9460,2016,Buttonwillow,CA,,Exit,257,257,,I-5,,,,,True,True,434,True,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.truckstopsandservices.com/location_details.php?id=447; http://www.rvandtravelers.com/location_details.php?id=447,https://www.yelp.com/biz/speedy-fuel-buttonwillow?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+764+9460; https://www.yellowpages.com/search?search_terms=661+764+9460,,35.402076,-119.396869
F Coalinga ( 93210 ) Harris Ranch Shell,3 559-935-0717 I-5 Exit 334 ( CA 198 E ),24 <U+25A1><U+25A1> M,Coalinga,93210,Harris Ranch Shell,559-935-0717,2014,Coalinga,CA,Shell,Exit,334,334,,I-5,,,,,True,True,435,True,http://www.rvandtravelers.com/location_details.php?id=16029; https://www.truckstopsandservices.com/location_details.php?id=16029,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/tesla-supercharger-harris-ranch-resort-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ranch-kitchen-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/horseshoe-lounge-at-harris-ranch-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/prime-steakhouse-at-harris-ranch-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-resort-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-airport-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-coalinga-8?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fast-track-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717,,36.252925,-120.238486
Coalinga ( 93210 ) Harris Ranch Shell,3 559-935-0717 I-5 Exit 334 ( CA 198 E ),24 HAS <U+2610> <U+2610> <U+2610> <U+2610>,Coalinga,93210,Harris Ranch Shell,559-935-0717,2015,Coalinga,CA,Shell,Exit,334,334,,I-5,,,,,True,True,435,True,http://www.rvandtravelers.com/location_details.php?id=16029; https://www.truckstopsandservices.com/location_details.php?id=16029,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/tesla-supercharger-harris-ranch-resort-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ranch-kitchen-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/horseshoe-lounge-at-harris-ranch-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/prime-steakhouse-at-harris-ranch-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-resort-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-airport-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-coalinga-8?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fast-track-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717,,36.252925,-120.238486
Coalinga ( 93210 ) Harris Ranch Shell,3 559-935-0717 I-5 Exit 334 ( CA 198 E ),24 M,Coalinga,93210,Harris Ranch Shell,559-935-0717,2016,Coalinga,CA,Shell,Exit,334,334,,I-5,,,,,True,True,435,True,http://www.rvandtravelers.com/location_details.php?id=16029; https://www.truckstopsandservices.com/location_details.php?id=16029,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/tesla-supercharger-harris-ranch-resort-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ranch-kitchen-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/horseshoe-lounge-at-harris-ranch-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/prime-steakhouse-at-harris-ranch-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-resort-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-airport-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/harris-ranch-coalinga-8?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fast-track-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717; https://www.yellowpages.com/search?search_terms=559+935+0717,,36.252925,-120.238486
Coalinga ( 93210 ) Jayne Travel Center ( Shell ),3 559-935-3400 I-5 Exit 325 ( Jayne Ave E ),24 L <U+2610> D,Coalinga,93210,Jayne Travel Center ( Shell ),559-935-3400,2014,Coalinga,CA,Shell,Exit,325,325,,I-5,,,,,True,True,436,True,http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/jayne-travel-center-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/baja-fresh-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400,,36.137562,-120.166413
Coalinga ( 93210 ) Jayne Travel Center ( Shell ),559-935-3400 I-5 Exit 325 ( Jayne Ave E ),24 L <U+2610> <U+2610>,Coalinga,93210,Jayne Travel Center ( Shell ),559-935-3400,2015,Coalinga,CA,Shell,Exit,325,325,,I-5,,,,,True,True,436,True,http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/jayne-travel-center-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/baja-fresh-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400,,36.137562,-120.166413
Coalinga ( 93210 ) Jayne Travel Center ( Shell ),559-935-3400 I-5 Exit 325 ( Jayne Ave E ),24 L <U+2610>,Coalinga,93210,Jayne Travel Center ( Shell ),559-935-3400,2016,Coalinga,CA,Shell,Exit,325,325,,I-5,,,,,True,True,436,True,http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.truckstopsandservices.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16029; http://www.rvandtravelers.com/location_details.php?id=16028; https://www.truckstopsandservices.com/location_details.php?id=16028,https://www.yelp.com/biz/jayne-travel-center-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/shell-coalinga-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/baja-fresh-coalinga?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400; https://www.yellowpages.com/search?search_terms=559+935+3400,,36.137562,-120.166413
"Delano , 93215 Pioneer Truck Stop",4 661-725-6185 CA 99 Exit 54 ( Woollomes Ave ),24 HRS S,Delano,93215,Pioneer Truck Stop,661-725-6185,2006,Delano,CA,,Exit,54,54,,CA 99,,,,,False,False,437,False,,,,https://www.yellowpages.com/search?search_terms=661+725+6185,,35.895028,-119.276516
"Delano , 93215 Pioneer Truck Stop",4 661-725-6185 CA 99 Exit 54 ( Woollomes Ave ),24 S,Delano,93215,Pioneer Truck Stop,661-725-6185,2007,Delano,CA,,Exit,54,54,,CA 99,,,,,False,False,437,False,,,,https://www.yellowpages.com/search?search_terms=661+725+6185,,35.895028,-119.276516
"Delano , 93215 Pioneer Truck Stop",661-725-6185 CA 99 Exit 54 ( Woollomes Ave ),24 HRS <U+25A0> S 240,Delano,93215,Pioneer Truck Stop,661-725-6185,2008,Delano,CA,,Exit,54,54,,CA 99,,,,,False,False,437,False,,,,https://www.yellowpages.com/search?search_terms=661+725+6185,,35.895028,-119.276516
G Earlimart ( 93219 ) Big B's Travel Center ( Chevron ),4 661-849-2222 CA 99 Exit 65 ( Sierra Ave W ),24 <U+25A1><U+25A1> M,Earlimart,93219,Big B's Travel Center ( Chevron ),661-849-2222,2014,Earlimart,CA,Chevron,Exit,65,65,,CA 99,,,,,True,True,437,True,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,https://www.yelp.com/biz/krispy-krunchy-chicken-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/big-bs-travel-center-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222,,35.895028,-119.276516
Earlimart ( 93219 ) Big B's Travel Center ( Chevron ),4 661-849-2222 CA 99 Exit 65 ( Sierra Ave W ),24 M,Earlimart,93219,Big B's Travel Center ( Chevron ),661-849-2222,2015,Earlimart,CA,Chevron,Exit,65,65,,CA 99,,,,,True,True,437,True,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,https://www.yelp.com/biz/krispy-krunchy-chicken-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/big-bs-travel-center-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222,,35.895028,-119.276516
Earlimart ( 93219 ) Big B's Travel Center ( Chevron ),661-849-2222 CA 99 Exit 65 ( Sierra Ave W ),24 M,Earlimart,93219,Big B's Travel Center ( Chevron ),661-849-2222,2016,Earlimart,CA,Chevron,Exit,65,65,,CA 99,,,,,True,True,437,True,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,http://www.rvandtravelers.com/location_details.php?id=339; https://www.truckstopsandservices.com/location_details.php?id=339,https://www.yelp.com/biz/krispy-krunchy-chicken-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/big-bs-travel-center-earlimart?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222; https://www.yellowpages.com/search?search_terms=661+849+2222,,35.895028,-119.276516
"Lemoore , 93245 Golden Gate Petroleum ( Shell )",559-924-7110 CA 41 & Bush ( 1 mi N of CA 198 ),<U+2610> <U+2610> D,Lemoore,93245,Golden Gate Petroleum ( Shell ),559-924-7110,2006,Lemoore,CA,Shell,empty,,,,CA 41,Bush,,,,False,False,438,True,,,,https://www.yellowpages.com/search?search_terms=559+924+7110; https://www.yellowpages.com/search?search_terms=559+924+7110,,36.298416,-119.80735
"Lemoore , 93245 Golden Gate Petroleum ( Shell )",559-924-7110 CA 41 & Bush ( 1 mi N of CA 198 ),HRS 24 S,Lemoore,93245,Golden Gate Petroleum ( Shell ),559-924-7110,2007,Lemoore,CA,Shell,empty,,,,CA 41,Bush,,,,False,False,438,True,,,,https://www.yellowpages.com/search?search_terms=559+924+7110; https://www.yellowpages.com/search?search_terms=559+924+7110,,36.298416,-119.80735
